Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Labeled Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Protocol REF	Parameter Value[Instrument]	Parameter Value[Ion source]	Parameter Value[Mass analyzer]	MS Assay Name	Raw Spectral Data File	Protocol REF	Data Transformation Name	Protocol REF	Data Transformation Name	Derived Transformation Name	Metabolite Assignment File 
INCOV115-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV115-BL	Labelling samples	labeled_INCOV115-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV115-BL	blank	Data transformation	metabolite_identification_INCOV115-BL	metabolite identification	metabolite_identification_INCOV115-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV116-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV116-AC	Labelling samples	labeled_INCOV116-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV116-AC	blank	Data transformation	metabolite_identification_INCOV116-AC	metabolite identification	metabolite_identification_INCOV116-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV116-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV116-BL	Labelling samples	labeled_INCOV116-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV116-BL	blank	Data transformation	metabolite_identification_INCOV116-BL	metabolite identification	metabolite_identification_INCOV116-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV117-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV117-AC	Labelling samples	labeled_INCOV117-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV117-AC	blank	Data transformation	metabolite_identification_INCOV117-AC	metabolite identification	metabolite_identification_INCOV117-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV117-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV117-BL	Labelling samples	labeled_INCOV117-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV117-BL	blank	Data transformation	metabolite_identification_INCOV117-BL	metabolite identification	metabolite_identification_INCOV117-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV119-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV119-AC	Labelling samples	labeled_INCOV119-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV119-AC	blank	Data transformation	metabolite_identification_INCOV119-AC	metabolite identification	metabolite_identification_INCOV119-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV119-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV119-BL	Labelling samples	labeled_INCOV119-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV119-BL	blank	Data transformation	metabolite_identification_INCOV119-BL	metabolite identification	metabolite_identification_INCOV119-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV120-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV120-AC	Labelling samples	labeled_INCOV120-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV120-AC	blank	Data transformation	metabolite_identification_INCOV120-AC	metabolite identification	metabolite_identification_INCOV120-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV120-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV120-BL	Labelling samples	labeled_INCOV120-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV120-BL	blank	Data transformation	metabolite_identification_INCOV120-BL	metabolite identification	metabolite_identification_INCOV120-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV121-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV121-AC	Labelling samples	labeled_INCOV121-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV121-AC	blank	Data transformation	metabolite_identification_INCOV121-AC	metabolite identification	metabolite_identification_INCOV121-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV121-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV121-BL	Labelling samples	labeled_INCOV121-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV121-BL	blank	Data transformation	metabolite_identification_INCOV121-BL	metabolite identification	metabolite_identification_INCOV121-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV122-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV122-AC	Labelling samples	labeled_INCOV122-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV122-AC	blank	Data transformation	metabolite_identification_INCOV122-AC	metabolite identification	metabolite_identification_INCOV122-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV122-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV122-BL	Labelling samples	labeled_INCOV122-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV122-BL	blank	Data transformation	metabolite_identification_INCOV122-BL	metabolite identification	metabolite_identification_INCOV122-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV123-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV123-AC	Labelling samples	labeled_INCOV123-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV123-AC	blank	Data transformation	metabolite_identification_INCOV123-AC	metabolite identification	metabolite_identification_INCOV123-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV123-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV123-BL	Labelling samples	labeled_INCOV123-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV123-BL	blank	Data transformation	metabolite_identification_INCOV123-BL	metabolite identification	metabolite_identification_INCOV123-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV124-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV124-AC	Labelling samples	labeled_INCOV124-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV124-AC	blank	Data transformation	metabolite_identification_INCOV124-AC	metabolite identification	metabolite_identification_INCOV124-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV124-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV124-BL	Labelling samples	labeled_INCOV124-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV124-BL	blank	Data transformation	metabolite_identification_INCOV124-BL	metabolite identification	metabolite_identification_INCOV124-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV125-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV125-AC	Labelling samples	labeled_INCOV125-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV125-AC	blank	Data transformation	metabolite_identification_INCOV125-AC	metabolite identification	metabolite_identification_INCOV125-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV125-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV125-BL	Labelling samples	labeled_INCOV125-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV125-BL	blank	Data transformation	metabolite_identification_INCOV125-BL	metabolite identification	metabolite_identification_INCOV125-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV126-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV126-AC	Labelling samples	labeled_INCOV126-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV126-AC	blank	Data transformation	metabolite_identification_INCOV126-AC	metabolite identification	metabolite_identification_INCOV126-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV126-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV126-BL	Labelling samples	labeled_INCOV126-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV126-BL	blank	Data transformation	metabolite_identification_INCOV126-BL	metabolite identification	metabolite_identification_INCOV126-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV127-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV127-AC	Labelling samples	labeled_INCOV127-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV127-AC	blank	Data transformation	metabolite_identification_INCOV127-AC	metabolite identification	metabolite_identification_INCOV127-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV127-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV127-BL	Labelling samples	labeled_INCOV127-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV127-BL	blank	Data transformation	metabolite_identification_INCOV127-BL	metabolite identification	metabolite_identification_INCOV127-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV128-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV128-AC	Labelling samples	labeled_INCOV128-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV128-AC	blank	Data transformation	metabolite_identification_INCOV128-AC	metabolite identification	metabolite_identification_INCOV128-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV128-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV128-BL	Labelling samples	labeled_INCOV128-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV128-BL	blank	Data transformation	metabolite_identification_INCOV128-BL	metabolite identification	metabolite_identification_INCOV128-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV130-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV130-AC	Labelling samples	labeled_INCOV130-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV130-AC	blank	Data transformation	metabolite_identification_INCOV130-AC	metabolite identification	metabolite_identification_INCOV130-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV130-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV130-BL	Labelling samples	labeled_INCOV130-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV130-BL	blank	Data transformation	metabolite_identification_INCOV130-BL	metabolite identification	metabolite_identification_INCOV130-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV131-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV131-AC	Labelling samples	labeled_INCOV131-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV131-AC	blank	Data transformation	metabolite_identification_INCOV131-AC	metabolite identification	metabolite_identification_INCOV131-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV131-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV131-BL	Labelling samples	labeled_INCOV131-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV131-BL	blank	Data transformation	metabolite_identification_INCOV131-BL	metabolite identification	metabolite_identification_INCOV131-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV132-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV132-AC	Labelling samples	labeled_INCOV132-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV132-AC	blank	Data transformation	metabolite_identification_INCOV132-AC	metabolite identification	metabolite_identification_INCOV132-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV132-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV132-BL	Labelling samples	labeled_INCOV132-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV132-BL	blank	Data transformation	metabolite_identification_INCOV132-BL	metabolite identification	metabolite_identification_INCOV132-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
